Country Name,Country Code,Series Name,Series Code,1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Czech Republic,CZE,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,25093.63000000,26835.52000000,27139.80000000,25971.21000000,25937.28000000,26980.25000000,27672.75000000,28688.91000000,29689.06000000,30455.42000000,32066.83000000,34719.62000000,38277.37000000,39700.23000000,38124.92000000,38366.85000000,39663.41000000,39990.13000000,40903.28000000,41500.09000000,45560.73000000,45134.33000000,47948.15000000,49078.71000000
Czech Republic,CZE,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,38347.65000000,41043.62000000,41677.56000000,40097.26000000,40230.57000000,42059.07000000,43341.26000000,45048.92000000,46751.39000000,48113.44000000,50938.09000000,51584.37000000,55105.97000000,61975.34000000,50806.01000000,57188.16000000,59680.94000000,60016.13000000,60914.06000000,68014.32000000,71893.88000000,73822.83000000,78228.61000000,79891.58000000
Czech Republic,CZE,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,30493.03000000,32240.08000000,32528.09000000,30945.45000000,31213.24000000,32341.54000000,32979.76000000,34067.00000000,35133.12000000,35836.37000000,37327.78000000,40231.31000000,44036.37000000,45461.99000000,44197.49000000,44319.02000000,45540.14000000,45685.69000000,46539.55000000,46988.63000000,51578.85000000,51014.31000000,53852.20000000,55121.97000000
Czech Republic,CZE,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,46598.93000000,49309.64000000,49952.17000000,47777.05000000,48413.96000000,50416.69000000,51653.13000000,53493.89000000,55324.17000000,56614.28000000,59295.10000000,59773.32000000,63396.91000000,70969.93000000,58898.44000000,66060.24000000,68523.58000000,68563.87000000,69307.72000000,77009.46000000,81390.33000000,83440.29000000,87861.23000000,89728.96000000
Czech Republic,CZE,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,5399.40500000,5404.56100000,5388.29900000,4974.24500000,5275.95600000,5361.28600000,5307.00800000,5378.08900000,5444.06200000,5380.95800000,5260.95000000,5511.69300000,5759.00100000,5761.75900000,6072.56900000,5952.17200000,5876.73800000,5695.55800000,5636.27300000,5488.53800000,6018.11200000,5879.98500000,5904.05400000,6043.26500000
Czech Republic,CZE,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,8251.27900000,8266.01300000,8274.60700000,7679.79700000,8183.38500000,8357.61900000,8311.87300000,8444.97400000,8572.77100000,8500.83300000,8357.00900000,8188.95000000,8290.93900000,8994.58300000,8092.42400000,8872.08100000,8842.64000000,8547.74200000,8393.66000000,8995.14100000,9496.45300000,9617.45100000,9632.61400000,9837.38200000
Czech Republic,CZE,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,259000000000.00000000,277000000000.00000000,280000000000.00000000,267000000000.00000000,267000000000.00000000,277000000000.00000000,283000000000.00000000,293000000000.00000000,303000000000.00000000,311000000000.00000000,327000000000.00000000,355000000000.00000000,394000000000.00000000,412000000000.00000000,398000000000.00000000,402000000000.00000000,416000000000.00000000,420000000000.00000000,430000000000.00000000,437000000000.00000000,480000000000.00000000,477000000000.00000000,508000000000.00000000,522000000000.00000000
Czech Republic,CZE,"Human capital, employed male (constant 2018 US$)",NW.HCA.MEMP.TO,396000000000.00000000,423000000000.00000000,429000000000.00000000,413000000000.00000000,414000000000.00000000,431000000000.00000000,443000000000.00000000,459000000000.00000000,477000000000.00000000,491000000000.00000000,520000000000.00000000,528000000000.00000000,568000000000.00000000,644000000000.00000000,531000000000.00000000,599000000000.00000000,626000000000.00000000,631000000000.00000000,640000000000.00000000,716000000000.00000000,758000000000.00000000,780000000000.00000000,829000000000.00000000,849000000000.00000000
Czech Republic,CZE,"Human capital, female (constant 2018 US$)",NW.HCA.FEMA.TO,315000000000.00000000,333000000000.00000000,335000000000.00000000,319000000000.00000000,321000000000.00000000,332000000000.00000000,337000000000.00000000,347000000000.00000000,358000000000.00000000,365000000000.00000000,381000000000.00000000,412000000000.00000000,454000000000.00000000,472000000000.00000000,462000000000.00000000,464000000000.00000000,478000000000.00000000,480000000000.00000000,489000000000.00000000,495000000000.00000000,544000000000.00000000,539000000000.00000000,571000000000.00000000,586000000000.00000000
Czech Republic,CZE,"Human capital, male (constant 2018 US$)",NW.HCA.MALE.TO,481000000000.00000000,509000000000.00000000,515000000000.00000000,492000000000.00000000,498000000000.00000000,517000000000.00000000,528000000000.00000000,545000000000.00000000,564000000000.00000000,577000000000.00000000,605000000000.00000000,612000000000.00000000,653000000000.00000000,737000000000.00000000,615000000000.00000000,692000000000.00000000,719000000000.00000000,721000000000.00000000,729000000000.00000000,811000000000.00000000,858000000000.00000000,882000000000.00000000,931000000000.00000000,954000000000.00000000
Czech Republic,CZE,"Human capital, self-employed female (constant 2018 US$)",NW.HCA.FSEM.TO,55800000000.00000000,55700000000.00000000,55500000000.00000000,51200000000.00000000,54300000000.00000000,55000000000.00000000,54200000000.00000000,54800000000.00000000,55500000000.00000000,54900000000.00000000,53700000000.00000000,56400000000.00000000,59300000000.00000000,59800000000.00000000,63400000000.00000000,62300000000.00000000,61700000000.00000000,59900000000.00000000,59300000000.00000000,57800000000.00000000,63500000000.00000000,62100000000.00000000,62600000000.00000000,64200000000.00000000
Czech Republic,CZE,"Human capital, self-employed male (constant 2018 US$)",NW.HCA.MSEM.TO,85200000000.00000000,85300000000.00000000,85300000000.00000000,79100000000.00000000,84200000000.00000000,85700000000.00000000,84900000000.00000000,86100000000.00000000,87400000000.00000000,86700000000.00000000,85300000000.00000000,83800000000.00000000,85400000000.00000000,93400000000.00000000,84500000000.00000000,92900000000.00000000,92800000000.00000000,89800000000.00000000,88300000000.00000000,94700000000.00000000,100000000000.00000000,102000000000.00000000,102000000000.00000000,105000000000.00000000
Czech Republic,CZE,Natural capital (constant 2018 US$),NW.NCA.TO,92900000000.00000000,85400000000.00000000,79700000000.00000000,76700000000.00000000,72100000000.00000000,69100000000.00000000,67900000000.00000000,65100000000.00000000,63600000000.00000000,67000000000.00000000,69800000000.00000000,70600000000.00000000,73800000000.00000000,86800000000.00000000,83700000000.00000000,85700000000.00000000,89600000000.00000000,89400000000.00000000,78500000000.00000000,77600000000.00000000,74900000000.00000000,67000000000.00000000,66000000000.00000000,65900000000.00000000
Czech Republic,CZE,Natural capital per capita (constant 2018 US$),NW.NCA.PC,8993.59500000,8283.67000000,7735.13000000,7450.11000000,7008.92300000,6742.75700000,6644.15000000,6381.87500000,6238.75000000,6573.95900000,6833.11300000,6895.85700000,7166.81800000,8355.15600000,8017.86400000,8180.08500000,8536.96500000,8505.54600000,7470.51600000,7370.38200000,7104.18400000,6345.57400000,6225.95600000,6199.60800000
Czech Republic,CZE,"Natural capital per capita, agricultural land (constant 2018 US$)",NW.NCA.AGRI.PC,3744.80600000,3662.22100000,3564.17600000,3294.64000000,3105.32000000,2920.09300000,2711.12400000,2595.59100000,2487.40700000,2386.18700000,2338.09800000,2267.66700000,2251.53400000,2313.24500000,2164.08300000,2122.59000000,2129.12000000,2135.35500000,2097.03600000,2230.03000000,2362.91800000,2280.52500000,2310.07300000,2274.21300000
Czech Republic,CZE,"Natural capital per capita, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.PC,1789.48400000,1775.83800000,1758.61200000,1664.31100000,1594.80000000,1521.20600000,1413.23000000,1356.16700000,1304.87100000,1229.55300000,1195.91900000,1141.89300000,1135.42600000,1213.44600000,1125.33400000,1135.40000000,1158.29300000,1199.84200000,1164.92100000,1233.07100000,1346.48200000,1286.88200000,1302.20400000,1264.35500000
Czech Republic,CZE,"Natural capital per capita, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.PC,1955.32300000,1886.38300000,1805.56400000,1630.32900000,1510.52000000,1398.88700000,1297.89400000,1239.42400000,1182.53600000,1156.63400000,1142.17900000,1125.77400000,1116.10900000,1099.80000000,1038.74900000,987.19050000,970.82720000,935.51320000,932.11430000,996.95980000,1016.43600000,993.64380000,1007.86900000,1009.85800000
Czech Republic,CZE,"Natural capital per capita, fisheries (constant 2018 US$)",NW.NCA.FISH.PC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Czech Republic,CZE,"Natural capital per capita, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.PC,1345.26300000,1485.63700000,1467.18800000,1465.99800000,1361.61900000,1381.40700000,1377.53100000,1334.31800000,1339.55300000,1366.81100000,1410.44300000,1466.01900000,1468.28200000,1442.20400000,1407.92900000,1407.64400000,1424.73300000,1422.63000000,1388.47700000,1393.62800000,1422.86000000,1431.39400000,1428.76500000,1414.00300000
Czech Republic,CZE,"Natural capital per capita, forests: timber (constant 2018 US$)",NW.NCA.FTIM.PC,1279.23500000,1287.00100000,1287.35300000,1213.32500000,1170.16700000,1148.61500000,1102.78400000,1003.82000000,976.01020000,913.47690000,840.89070000,798.51470000,828.72280000,818.82430000,797.59100000,807.85770000,788.05930000,755.35940000,758.64390000,784.28540000,790.52430000,814.64760000,861.10030000,894.68780000
Czech Republic,CZE,"Natural capital per capita, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.PC,2298.31700000,1507.18100000,1051.75100000,907.55750000,818.28020000,755.03620000,938.27590000,939.88430000,932.93460000,1420.75000000,1757.37000000,1886.80500000,2131.77900000,3247.69900000,3141.29200000,3317.81600000,3647.31000000,3611.46500000,2495.73000000,2169.52100000,1650.48700000,970.42440000,737.97000000,743.59230000
Czech Republic,CZE,"Natural capital per capita, mangroves (constant 2018 US$)",NW.NCA.MANG.PC,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Czech Republic,CZE,"Natural capital per capita, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.PC,2348.96300000,1554.13800000,1085.20900000,907.55750000,818.28020000,755.03620000,938.27590000,939.88430000,932.93460000,1420.75000000,1757.37000000,1886.80500000,2131.77900000,3247.69900000,3141.29200000,3317.81600000,3647.31000000,3611.46500000,2495.73000000,2169.52100000,1650.48700000,970.42440000,737.97000000,743.59230000
Czech Republic,CZE,"Natural capital per capita, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.PC,2277.16000000,1487.82400000,1031.80100000,891.68040000,795.64160000,723.93160000,900.07040000,902.83180000,891.73290000,1373.80300000,1707.15100000,1825.00900000,2062.84200000,3171.33200000,3062.62000000,3233.56400000,3559.34700000,3520.41000000,2405.52500000,2076.63600000,1556.20800000,885.90470000,668.12770000,683.39890000
Czech Republic,CZE,"Natural capital per capita, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.PC,13.69491000,11.15794000,11.75477000,9.28835200,7.56030800,9.60884600,15.16182000,16.83794000,18.36013000,18.46090000,17.94899000,18.34304000,19.06811000,22.24178000,23.62466000,24.48365000,28.18286000,29.86575000,33.17570000,32.79842000,33.25029000,31.92100000,25.93563000,23.64842000
Czech Republic,CZE,"Natural capital per capita, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.PC,50.64554000,46.95691000,33.45767000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Czech Republic,CZE,"Natural capital per capita, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.PC,7.46230900,8.19918000,8.19568200,6.58875700,15.07830000,21.49579000,23.04363000,20.21455000,22.84156000,28.48526000,32.27002000,43.45254000,49.86913000,54.12530000,55.04785000,59.76848000,59.78025000,61.18990000,57.02878000,60.08616000,61.02954000,52.59875000,43.90674000,36.54504000
Czech Republic,CZE,"Natural capital per capita, protected areas (constant 2018 US$)",NW.NCA.PRAR.PC,275.32840000,294.67310000,331.20360000,568.58980000,553.53740000,537.60530000,514.43470000,508.26170000,502.84620000,486.73370000,486.31200000,476.85100000,486.49960000,533.18380000,506.96870000,524.17790000,547.74130000,580.73630000,730.63020000,792.91750000,877.39450000,848.58280000,888.04740000,873.11140000
Czech Republic,CZE,"Natural capital per capita, renewable (constant 2018 US$)",NW.NCA.RNEW.PC,6644.63300000,6729.53200000,6649.92100000,6542.55300000,6190.64300000,5987.72100000,5705.87400000,5441.99100000,5305.81600000,5153.20900000,5075.74300000,5009.05200000,5035.03900000,5107.45700000,4876.57100000,4862.26900000,4889.65400000,4894.08100000,4974.78700000,5200.86100000,5453.69700000,5375.15000000,5487.98600000,5456.01500000
Czech Republic,CZE,"Natural capital, agricultural land (constant 2018 US$)",NW.NCA.AGRI.TO,38700000000.00000000,37800000000.00000000,36700000000.00000000,33900000000.00000000,31900000000.00000000,29900000000.00000000,27700000000.00000000,26500000000.00000000,25400000000.00000000,24300000000.00000000,23900000000.00000000,23200000000.00000000,23200000000.00000000,24000000000.00000000,22600000000.00000000,22200000000.00000000,22300000000.00000000,22400000000.00000000,22000000000.00000000,23500000000.00000000,24900000000.00000000,24100000000.00000000,24500000000.00000000,24200000000.00000000
Czech Republic,CZE,"Natural capital, agricultural land: cropland (constant 2018 US$)",NW.NCA.CROL.TO,18500000000.00000000,18300000000.00000000,18100000000.00000000,17100000000.00000000,16400000000.00000000,15600000000.00000000,14400000000.00000000,13800000000.00000000,13300000000.00000000,12500000000.00000000,12200000000.00000000,11700000000.00000000,11700000000.00000000,12600000000.00000000,11800000000.00000000,11900000000.00000000,12200000000.00000000,12600000000.00000000,12200000000.00000000,13000000000.00000000,14200000000.00000000,13600000000.00000000,13800000000.00000000,13400000000.00000000
Czech Republic,CZE,"Natural capital, agricultural land: pastureland (constant 2018 US$)",NW.NCA.PASL.TO,20200000000.00000000,19500000000.00000000,18600000000.00000000,16800000000.00000000,15500000000.00000000,14300000000.00000000,13300000000.00000000,12600000000.00000000,12100000000.00000000,11800000000.00000000,11700000000.00000000,11500000000.00000000,11500000000.00000000,11400000000.00000000,10800000000.00000000,10300000000.00000000,10200000000.00000000,9830000000.00000000,9800000000.00000000,10500000000.00000000,10700000000.00000000,10500000000.00000000,10700000000.00000000,10700000000.00000000
Czech Republic,CZE,"Natural capital, fisheries (constant 2018 US$)",NW.NCA.FISH.TO,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Czech Republic,CZE,"Natural capital, forests: ecosystem services (constant 2018 US$)",NW.NCA.FECO.TO,13900000000.00000000,15300000000.00000000,15100000000.00000000,15100000000.00000000,14000000000.00000000,14200000000.00000000,14100000000.00000000,13600000000.00000000,13700000000.00000000,13900000000.00000000,14400000000.00000000,15000000000.00000000,15100000000.00000000,15000000000.00000000,14700000000.00000000,14700000000.00000000,15000000000.00000000,15000000000.00000000,14600000000.00000000,14700000000.00000000,15000000000.00000000,15100000000.00000000,15100000000.00000000,15000000000.00000000
Czech Republic,CZE,"Natural capital, forests: timber (constant 2018 US$)",NW.NCA.FTIM.TO,13200000000.00000000,13300000000.00000000,13300000000.00000000,12500000000.00000000,12000000000.00000000,11800000000.00000000,11300000000.00000000,10200000000.00000000,9950000000.00000000,9310000000.00000000,8590000000.00000000,8180000000.00000000,8530000000.00000000,8500000000.00000000,8330000000.00000000,8460000000.00000000,8270000000.00000000,7940000000.00000000,7980000000.00000000,8250000000.00000000,8340000000.00000000,8610000000.00000000,9120000000.00000000,9510000000.00000000
Czech Republic,CZE,"Natural capital, fossil fuels (constant 2018 US$)",NW.NCA.FOSL.TO,23700000000.00000000,15500000000.00000000,10800000000.00000000,9340000000.00000000,8420000000.00000000,7740000000.00000000,9590000000.00000000,9580000000.00000000,9510000000.00000000,14500000000.00000000,17900000000.00000000,19300000000.00000000,22000000000.00000000,33700000000.00000000,32800000000.00000000,34800000000.00000000,38300000000.00000000,38000000000.00000000,26200000000.00000000,22800000000.00000000,17400000000.00000000,10300000000.00000000,7820000000.00000000,7900000000.00000000
Czech Republic,CZE,"Natural capital, mangroves (constant 2018 US$)",NW.NCA.MANG.TO,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Czech Republic,CZE,"Natural capital, nonrenewable assets (constant 2018 US$)",NW.NCA.SSOI.TO,24300000000.00000000,16000000000.00000000,11200000000.00000000,9340000000.00000000,8420000000.00000000,7740000000.00000000,9590000000.00000000,9580000000.00000000,9510000000.00000000,14500000000.00000000,17900000000.00000000,19300000000.00000000,22000000000.00000000,33700000000.00000000,32800000000.00000000,34800000000.00000000,38300000000.00000000,38000000000.00000000,26200000000.00000000,22800000000.00000000,17400000000.00000000,10300000000.00000000,7820000000.00000000,7900000000.00000000
Czech Republic,CZE,"Natural capital, nonrenewable assets: coal (constant 2018 US$)",NW.NCA.SACO.TO,23500000000.00000000,15300000000.00000000,10600000000.00000000,9180000000.00000000,8180000000.00000000,7420000000.00000000,9200000000.00000000,9210000000.00000000,9090000000.00000000,14000000000.00000000,17400000000.00000000,18700000000.00000000,21200000000.00000000,32900000000.00000000,32000000000.00000000,33900000000.00000000,37400000000.00000000,37000000000.00000000,25300000000.00000000,21900000000.00000000,16400000000.00000000,9360000000.00000000,7080000000.00000000,7260000000.00000000
Czech Republic,CZE,"Natural capital, nonrenewable assets: gas (constant 2018 US$)",NW.NCA.SAGA.TO,141000000.00000000,115000000.00000000,121000000.00000000,95617756.00000000,77749146.00000000,98539320.00000000,155000000.00000000,172000000.00000000,187000000.00000000,188000000.00000000,183000000.00000000,188000000.00000000,196000000.00000000,231000000.00000000,247000000.00000000,256000000.00000000,296000000.00000000,314000000.00000000,349000000.00000000,345000000.00000000,351000000.00000000,337000000.00000000,275000000.00000000,251000000.00000000
Czech Republic,CZE,"Natural capital, nonrenewable assets: minerals (constant 2018 US$)",NW.NCA.MINR.TO,523000000.00000000,484000000.00000000,345000000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Czech Republic,CZE,"Natural capital, nonrenewable assets: oil (constant 2018 US$)",NW.NCA.SAOI.TO,77065149.00000000,84576519.00000000,84449385.00000000,67827125.00000000,155000000.00000000,220000000.00000000,235000000.00000000,206000000.00000000,233000000.00000000,290000000.00000000,330000000.00000000,445000000.00000000,514000000.00000000,562000000.00000000,575000000.00000000,626000000.00000000,627000000.00000000,643000000.00000000,600000000.00000000,632000000.00000000,644000000.00000000,556000000.00000000,465000000.00000000,388000000.00000000
Czech Republic,CZE,"Natural capital, protected areas (constant 2018 US$)",NW.NCA.PRAR.TO,2840000000.00000000,3040000000.00000000,3410000000.00000000,5850000000.00000000,5690000000.00000000,5510000000.00000000,5260000000.00000000,5180000000.00000000,5130000000.00000000,4960000000.00000000,4970000000.00000000,4880000000.00000000,5010000000.00000000,5540000000.00000000,5290000000.00000000,5490000000.00000000,5750000000.00000000,6100000000.00000000,7680000000.00000000,8350000000.00000000,9250000000.00000000,8970000000.00000000,9410000000.00000000,9280000000.00000000
Czech Republic,CZE,"Natural capital, renewable (constant 2018 US$)",NW.NCA.RNEW.TO,68600000000.00000000,69400000000.00000000,68500000000.00000000,67400000000.00000000,63700000000.00000000,61400000000.00000000,58300000000.00000000,55500000000.00000000,54100000000.00000000,52500000000.00000000,51800000000.00000000,51300000000.00000000,51900000000.00000000,53000000000.00000000,50900000000.00000000,50900000000.00000000,51300000000.00000000,51400000000.00000000,52300000000.00000000,54700000000.00000000,57500000000.00000000,56800000000.00000000,58100000000.00000000,58000000000.00000000
Czech Republic,CZE,Net foreign assets (constant 2018 US$),NW.NFA.TO,4680000000.00000000,-5600000000.00000000,-7200000000.00000000,-8600000000.00000000,-6900000000.00000000,-13000000000.00000000,-16000000000.00000000,-26000000000.00000000,-34000000000.00000000,-47000000000.00000000,-41000000000.00000000,-59000000000.00000000,-84000000000.00000000,-71000000000.00000000,-92000000000.00000000,-97000000000.00000000,-84000000000.00000000,-98000000000.00000000,-84000000000.00000000,-71000000000.00000000,-73000000000.00000000,-59000000000.00000000,-66000000000.00000000,-56000000000.00000000
Czech Republic,CZE,Net foreign assets per capita (constant 2018 US$),NW.NFA.PC,452.69290000,-539.92000000,-698.49200000,-831.09100000,-669.19100000,-1232.59000000,-1534.07000000,-2505.51000000,-3321.69000000,-4634.28000000,-4033.01000000,-5810.08000000,-8175.72000000,-6851.02000000,-8787.39000000,-9225.37000000,-8026.15000000,-9348.50000000,-8011.15000000,-6720.19000000,-6930.90000000,-5582.10000000,-6221.72000000,-5272.58000000
Czech Republic,CZE,Produced capital (constant 2018 US$),NW.PCA.TO,1050000000000.00000000,1070000000000.00000000,1090000000000.00000000,1100000000000.00000000,1110000000000.00000000,1130000000000.00000000,1140000000000.00000000,1160000000000.00000000,1170000000000.00000000,1180000000000.00000000,1200000000000.00000000,1210000000000.00000000,1240000000000.00000000,1260000000000.00000000,1270000000000.00000000,1280000000000.00000000,1290000000000.00000000,1300000000000.00000000,1310000000000.00000000,1320000000000.00000000,1340000000000.00000000,1350000000000.00000000,1360000000000.00000000,1380000000000.00000000
Czech Republic,CZE,Produced capital per capita (constant 2018 US$),NW.PCA.PC,101270.50000000,103721.80000000,105574.60000000,107135.60000000,108401.30000000,110086.20000000,111947.50000000,113517.10000000,114826.20000000,116099.30000000,117380.10000000,118649.40000000,120086.30000000,121098.70000000,121605.80000000,122457.90000000,123377.90000000,124128.60000000,124802.00000000,125562.30000000,126771.80000000,127614.80000000,128449.70000000,130118.60000000
Czech Republic,CZE,Total wealth (constant 2018 US$),NW.TOW.TO,1940000000000.00000000,1990000000000.00000000,2010000000000.00000000,1980000000000.00000000,2000000000000.00000000,2030000000000.00000000,2060000000000.00000000,2090000000000.00000000,2120000000000.00000000,2150000000000.00000000,2210000000000.00000000,2250000000000.00000000,2330000000000.00000000,2480000000000.00000000,2340000000000.00000000,2430000000000.00000000,2500000000000.00000000,2500000000000.00000000,2520000000000.00000000,2630000000000.00000000,2740000000000.00000000,2780000000000.00000000,2860000000000.00000000,2930000000000.00000000
Czech Republic,CZE,Total wealth per capita (constant 2018 US$),NW.TOW.PC,187808.80000000,193015.30000000,195091.50000000,192477.10000000,194368.20000000,198354.50000000,201690.50000000,204954.40000000,208200.50000000,210489.60000000,216803.10000000,219739.80000000,226510.70000000,239034.70000000,223932.20000000,231791.90000000,237952.40000000,237535.20000000,240108.70000000,250210.60000000,259914.20000000,262832.80000000,270167.40000000,275896.60000000
Côte d'Ivoire,CIV,Human capital (constant 2018 US$),NW.HCA.TO,150000000000.00000000,165000000000.00000000,161000000000.00000000,168000000000.00000000,176000000000.00000000,180000000000.00000000,168000000000.00000000,159000000000.00000000,166000000000.00000000,162000000000.00000000,169000000000.00000000,173000000000.00000000,176000000000.00000000,166000000000.00000000,171000000000.00000000,185000000000.00000000,164000000000.00000000,180000000000.00000000,186000000000.00000000,203000000000.00000000,221000000000.00000000,238000000000.00000000,258000000000.00000000,276000000000.00000000
Côte d'Ivoire,CIV,Human capital per capita (constant 2018 US$),NW.HCA.PC,10550.72000000,11222.16000000,10614.19000000,10776.19000000,10986.86000000,10937.32000000,9946.42800000,9204.36000000,9424.48300000,8989.25700000,9212.83800000,9236.70500000,9171.69100000,8469.48800000,8506.54300000,9012.15500000,7821.56100000,8339.76100000,8409.21100000,8944.99100000,9535.10400000,10010.47000000,10549.71000000,11028.46000000
Côte d'Ivoire,CIV,"Human capital per capita, employed female (constant 2018 US$)",NW.HCA.FEMP.PC,1288.07900000,1456.26600000,1417.98400000,1356.37800000,1350.62100000,1313.84900000,1222.34200000,1160.44100000,1263.71500000,1238.49500000,1304.15200000,1318.47200000,1346.96300000,1279.51600000,1331.39400000,1348.46700000,1167.75100000,1315.23200000,1407.09700000,605.34730000,647.02660000,681.26890000,719.89300000,753.64520000
Côte d'Ivoire,CIV,"Human capital per capita, employed male (constant 2018 US$)",NW.HCA.MEMP.PC,4079.68000000,4599.81900000,4471.06200000,4268.43800000,4241.89100000,4111.70100000,3813.17800000,3598.82300000,3717.30000000,3621.83400000,3796.30100000,3814.18400000,3874.87400000,3659.95600000,3792.93500000,3818.19400000,3265.88800000,3656.59700000,3904.28200000,1676.49400000,1785.35100000,1872.37400000,1971.30900000,2059.68300000
Côte d'Ivoire,CIV,"Human capital per capita, female (constant 2018 US$)",NW.HCA.FEMA.PC,2531.81300000,2698.51800000,2555.71900000,2598.58800000,2653.38500000,2648.57600000,2414.43500000,2244.28000000,2391.05200000,2290.61700000,2355.66100000,2372.71600000,2365.82000000,2193.92800000,2210.15400000,2352.11800000,2060.07600000,2206.17400000,2227.77900000,2373.00700000,2536.39300000,2670.62500000,2822.03500000,2954.34600000
Côte d'Ivoire,CIV,"Human capital per capita, male (constant 2018 US$)",NW.HCA.MALE.PC,8018.90600000,8523.64300000,8058.47000000,8177.59800000,8333.47300000,8288.74100000,7531.99300000,6960.08000000,7033.43100000,6698.64000000,6857.17600000,6863.98900000,6805.87100000,6275.56000000,6296.38800000,6660.03700000,5761.48500000,6133.58800000,6181.43200000,6571.98400000,6998.71100000,7339.84500000,7727.67800000,8074.11100000
Côte d'Ivoire,CIV,"Human capital per capita, self-employed female (constant 2018 US$)",NW.HCA.FSEM.PC,1243.73400000,1242.25200000,1137.73600000,1242.21000000,1302.76300000,1334.72700000,1192.09300000,1083.83800000,1127.33600000,1052.12200000,1051.51000000,1054.24400000,1018.85700000,914.41180000,878.76060000,1003.65000000,892.32570000,890.94230000,820.68170000,1767.66000000,1889.36600000,1989.35600000,2102.14200000,2200.70100000
Côte d'Ivoire,CIV,"Human capital per capita, self-employed male (constant 2018 US$)",NW.HCA.MSEM.PC,3939.22600000,3923.82400000,3587.40800000,3909.16000000,4091.58300000,4177.04000000,3718.81500000,3361.25800000,3316.13100000,3076.80600000,3060.87600000,3049.80500000,2930.99700000,2615.60400000,2503.45300000,2841.84200000,2495.59700000,2476.99100000,2277.15100000,4895.49000000,5213.36000000,5467.47200000,5756.37000000,6014.42900000
Côte d'Ivoire,CIV,"Human capital, employed female (constant 2018 US$)",NW.HCA.FEMP.TO,18300000000.00000000,21400000000.00000000,21500000000.00000000,21100000000.00000000,21700000000.00000000,21600000000.00000000,20600000000.00000000,20000000000.00000000,22200000000.00000000,22300000000.00000000,23900000000.00000000,24700000000.00000000,25800000000.00000000,25100000000.00000000,26700000000.00000000,27700000000.00000000,24600000000.00000000,28300000000.00000000,31100000000.00000000,13700000000.00000000,15000000000.00000000,16200000000.00000000,17600000000.00000000,18900000000.00000000
